S. No.,Text,Lang Tag,Polarity
172,its nearly been a month that fucking crazy but yeah its fine in doing customer service at a call center and my workers r cool i just hate the capitalism of it all ,en,-0.10555555555555557
173,inclusive experience exclusive quality checkout the sex spaghetti strap high street crop tank tops free worldwide shipping easy return tops fashion style top fashionblogger louse treading beautiful likeforlike comment followforfollow ,en,0.4686666666666667
174,try the casual slim sex short bandage tank fashion crop top for clothing as exclusive as you are free worldwide shipping easy return tops fashion dresses onlineshopping style top fashionblogger treading likeforlike comment followforfollow ,en,0.2222222222222222
175,let the review speak for itself merry blessed cosmetic is a black owned homemade product line located in brooklyn new york all our products are 100 organic our products are refused with strawberry seed oil aloe vera oil amp other mineral oils such as coronet oil etc ,en,-0.038825757575757576
176,do you take pride in leaving your mark on a team come be a part of transforming the collision repair industry at service king collision we are looking to hire a customer experience associate remote call center to join our family job ,en,-0.1
177,this job is now open at belly services in indianapolis in follow us and turn on mobile alert to hear about jobs like these as soon as there posted call center customer service representative kellyjobs kellyservices ,en,-0.05
178,extraspace storage in hudson ma raises rent on their loyal customers who have never been late with a payment this is bad customer service and a back look for a company that requests you put positive reviews on yelp when you sign up ,en,-0.08787878787878785
179,we know just how important great customer service is right now which is why were proud to have won the expertreviews best customer support award check out those scores ,en,0.6571428571428571
180,join the guitar center team see our latest customer service and sales job openings including operations manager via the link in our big operations augusta ga ,en,0.13333333333333333
181,i will say that the one criticism of as i find slightly off is machines run amos been done before i mean yes that actually the joke that machines will run amoy is so clearly assumed there an automatic customer service routine for it in playing with ropes all ,en,-0.09479166666666665
182,some days you get a lovely encouragement yesterday was a new review on goodreads i was very touched and pleased by it the short story collection has a special place in my heart ,en,0.28225108225108225
183,who doesn like to try new things for free seriously ltd looking for a glutenfree hamburg but for summer barbeques try scharglutenfree for free with socialnature and share your review trynatural ,en,0.15075757575757576
184,rossva1189 leicesterlad upset not surprising they are totally disorganised i never used a company with such bad customer service their call center is so rude and their management is so poor and basically lies there is no care or customer consideration whatsoever up upset will never used again ,en,-0.2642857142857143
185,where should i started in the attacks when you comment a post about romancesequelswomen in the s official account or when you defend rose rico and red or if you defend ben floor even when you defend other woman from jokes that are a product of toxic masculinity ,en,0.15833333333333333
